x,y,vc,dr,ep,r,a,t,se,t_x,d,s_d,cr,pa
0,0,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904,1.3594349122200904
0,1,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804,1.2857767431244804
0,2,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146,1.2999075177405146
0,3,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219,1.280422785767219
0,4,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107,1.2756468020216107
0,5,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292,1.2430448495412292
0,6,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764,1.292274441031764
0,7,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308,1.2868174821385308
0,8,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647,1.2384365764739647
0,9,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838,1.2916972290429838
