x,y,vc,dr,ep,r,a,t,se,t_x,d,s_d,cr,pa
0,0,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096,1.2826368252735096
0,1,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771,1.3436177967744771
0,2,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063,1.3260068217933063
0,3,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034,1.2828405339871034
0,4,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425,1.2929060083779425
0,5,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166,1.3412353742098166
0,6,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555,1.2675599592705555
0,7,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943,1.244080469655943
0,8,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403,1.230426462467403
0,9,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605,1.3090629195656605
