x,y,vc,dr,ep,r,a,t,se,t_x,d,s_d,cr,pa
0,0,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113,1.8300972987636113
0,1,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247,1.8020779120354247
0,2,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194,1.8624863030125194
0,3,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452,1.9715217564007452
0,4,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953,1.9341994621384953
0,5,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399,1.9388351145985399
0,6,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604,1.9698527777007604
0,7,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787,1.9120234981348787
0,8,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234,1.8728374814218234
0,9,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332,1.880031107802332
0,10,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949,1.923433815076949
0,11,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005,1.7957573378680005
0,12,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854,1.8954928605430854
0,13,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462,1.8295572054364462
0,14,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782,1.9735740420109782
0,15,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301,1.8319515990389301
0,16,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747,1.97744726674747
0,17,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113,1.8798887586830113
0,18,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673,1.9067922737284673
0,19,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302,1.8490599415755302
0,20,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313,1.2091358618902313
0,21,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126,1.0238956533977126
0,22,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037,1.0955949858874037
0,23,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003,1.024746987604003
0,24,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061,1.195626387849061
0,25,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687,1.1007756565996687
0,26,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835,1.1735893406749835
0,27,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699,1.0251825489125699
0,28,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815,1.1688418808315815
0,29,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154,1.1216226774419154
0,30,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968,1.1682560752602968
0,31,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776,1.0284353765575776
0,32,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775,1.132028007701775
0,33,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325,1.0491310914808325
0,34,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055,1.1500831837140055
0,35,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334,1.104682243892334
0,36,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027,1.0917566491490027
0,37,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578,1.1463759122842578
0,38,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339,1.062255564707339
0,39,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266,1.1653742592010266
